FRAUD,PPSN,SCHEME_CODE,LOCATION_CODE,PAY_TYPE,REG_DATE,START_DATE,BIRTH_DATE,AGE_YEARS,OCC_CODE,MEANS_FROM_EMP,DELAY,WEEKLY_RATE,PAID_TO_DATE,SEX,MARITAL_STATUS,NO_DEP,FUEL_AMOUNT,APPOINTMENT_STATUS,BOOK_NUMBER,CARER_ID,PHOTO_VERIFIED,OPEN_CREDIT_LINES,DRIVING_STATUS,FREE_TRAVEL,EMPLOYER_NO,IBAN,MED_ASSESSMENT,MED_CONDITION_SATISFIED,MORT_OUTSTANDING,PAY_LOCATION_CODE,PREF_LANG,PHONE_NO,PRIORITY_CLAIM
1,9566765R,H1,V4,Basic,10/04/2009,12/04/2009,21/12/1964,52,M,7600,15,170,50830,Female,S,3,70,Due,40658,0,0,9,Active,0,58232555,CACD027922270399,3,0,76912,V4,1,3.54E+11,0
1,1616994O,F1,A3,Supplement,02/02/1998,21/02/1998,04/06/1996,20,SS,9800,28,140,122920,Female,D,3,70,Due,45359,0,1,6,None,0,23533421,BDBC310255688050,3,0,0,A3,1,3.54E+11,0
1,7956780KE,F1,D1,Basic,09/05/2009,16/05/2009,25/07/1982,34,SS,19000,8,150,44250,Male,S,2,60,Missed,43533,0,1,8,Active,0,31119723,CBBD738364324813,3,0,0,D1,1,3.54E+11,0
0,2470897W,H2,R3,Basic,06/07/2010,09/07/2010,30/08/1979,37,SS,29500,31,140,33040,Male,D,5,90,Up-to-Date,21719,0,1,7,None,0,56110187,BBCA858405390996,1,0,199222,R3,1,3.54E+11,0
1,8402693J,F1,Y2,Basic,16/06/2001,23/06/2001,22/03/1994,22,M,8600,36,210,148260,Male,D,4,80,Due,49864,0,0,6,None,1,39785967,CBBD386476094058,4,0,0,Y2,2,3.54E+11,0
0,3078618P,H2,W4,Supplement,04/08/2011,18/08/2011,02/11/1978,38,S,46100,12,100,17800,Male,M,3,90,Missed,25220,0,0,6,Active,0,12267545,DCBA491068951854,1,1,68682,W4,1,3.54E+11,0
0,9903806V,H2,L3,Exceptional,07/05/2010,20/05/2010,19/11/1979,37,SS,31000,22,190,45980,Male,M,2,80,Due,35808,0,1,6,Active,0,58832696,CCCA477428435979,1,1,125743,L3,1,3.54E+11,0
1,3033795A,H2,D3,Basic,09/03/2000,25/03/2000,23/10/1980,36,M,8800,19,160,123040,Female,S,3,70,Up-to-Date,15047,0,1,8,Active,0,32986080,DDDA922255612865,1,1,0,D3,1,3.54E+11,0
1,4941440C,H1,B4,Basic,31/03/2010,15/04/2010,24/10/1963,53,SS,16800,31,190,46930,Male,S,7,110,Due,37073,0,1,6,Active,0,24373571,DBAC681808228024,3,0,0,B4,1,3.54E+11,0
0,2172894B,H2,Q1,Exceptional,10/06/2009,15/06/2009,14/05/1991,25,M,22600,10,220,64020,Female,S,5,90,Due,22234,0,0,5,Active,0,66264005,BADB102284395036,1,1,153578,Q1,1,3.54E+11,0
1,8321539T,H1,N2,Basic,03/04/2009,17/04/2009,29/08/1991,25,M,6000,37,200,59600,Female,D,2,60,Up-to-Date,42983,0,0,5,Active,0,74124788,BBBB703614999916,1,0,0,N2,1,3.54E+11,0
1,6670836W,F1,J1,Basic,08/03/2008,13/03/2008,24/08/1974,42,M,100,27,160,56800,Female,S,5,90,Up-to-Date,13740,0,1,3,Active,0,9941787,DBCB206779035270,3,0,94424,J1,1,3.54E+11,0
0,5737502W,H2,C5,Supplement,26/09/2006,03/10/2006,31/03/1977,39,SS,32800,23,180,77760,Female,M,3,90,Due,41170,0,1,2,Active,0,55453752,CDCA601385592376,1,1,0,C5,2,3.54E+11,0
1,3532266Z,F1,R5,Supplement,22/07/2012,23/07/2012,26/09/1987,29,M,5000,36,190,24700,Male,S,3,70,Missed,23085,0,1,1,Active,0,5769679,BBAA815128854652,4,0,162362,R5,1,3.54E+11,0
0,6254349T,H1,M2,Basic,15/05/2005,31/05/2005,12/04/1977,39,M,13500,27,180,90000,Female,M,2,80,Missed,12035,0,1,6,None,0,61222378,CCCA448541566346,3,0,166125,M2,1,3.54E+11,0
0,6267586M,H1,C2,Basic,09/05/2004,25/05/2004,02/02/1997,19,S,39000,1,80,44240,Male,S,2,60,Due,15752,0,1,6,None,0,16151276,ABCA475694063318,2,0,0,C2,1,3.54E+11,0
0,9842775Q,F1,Y3,Exceptional,14/12/2011,30/12/2011,08/08/1977,39,S,41200,9,90,14490,Female,S,2,60,Up-to-Date,39657,0,1,7,Active,0,76430529,CBDD022333057472,2,0,0,Y3,1,3.54E+11,0
0,9396446X,G1,E2,Urgent,15/07/2009,27/07/2009,01/04/1989,27,SS,31400,16,140,39900,Male,S,3,70,Up-to-Date,15000,0,1,6,Active,0,83779596,BCCD633498357672,2,0,0,E2,1,3.54E+11,0
1,8426878S,F1,L4,Basic,09/03/2004,19/03/2004,15/04/1977,39,SS,12400,25,130,73060,Male,M,5,110,Up-to-Date,31118,0,1,1,Active,0,91095655,CDAB258033092349,3,0,0,D5,1,3.54E+11,1
0,4040433V,H1,U5,Basic,15/10/2011,31/10/2011,20/05/1968,48,SS,28500,21,130,21840,Male,M,4,100,Up-to-Date,34872,0,1,4,Active,0,4637842,BCCB159538052522,4,0,0,U5,2,3.54E+11,0
0,4143563X,H2,R3,Basic,04/10/2011,18/10/2011,18/05/1962,54,SS,33600,7,140,23800,Male,D,2,60,Up-to-Date,27693,0,1,5,Active,0,17092446,BDDA800696004792,1,1,166855,R3,1,3.54E+11,0
0,2951142F,F1,K3,Supplement,24/12/2012,12/01/2013,09/04/1955,61,SS,31600,23,130,13390,Male,S,4,80,Up-to-Date,30972,0,1,7,Active,0,36943823,DDDD772091796817,1,0,0,K3,1,3.54E+11,0
1,5859565V,H1,X2,Basic,29/06/2006,02/07/2006,25/07/1985,31,M,900,31,150,66750,Male,S,6,100,Due,38446,0,1,2,None,0,30010811,DCCB861286001597,1,0,165864,O3,1,3.54E+11,0
1,4451874K,H1,Y4,Basic,15/10/2010,22/10/2010,17/04/1975,41,M,2500,39,220,48840,Female,D,2,60,Due,37799,0,1,6,Active,0,69104252,DBBB601876845897,2,0,0,Y4,1,3.54E+11,0
0,0980630Y,H2,D2,Exceptional,22/03/2002,03/04/2002,02/12/1967,49,SS,31500,20,170,112880,Male,M,3,90,Up-to-Date,47601,0,1,10,Active,0,54936280,BADD123477968635,1,1,150890,D2,1,3.54E+11,1
1,7709071K,H2,T1,Basic,20/03/2012,28/03/2012,26/10/1957,59,SS,10900,19,130,18850,Female,S,4,80,Up-to-Date,18980,0,0,7,Active,1,32155611,DBDB244445448435,1,1,159787,T1,1,3.54E+11,0
1,0130348G,H1,P5,Supplement,04/12/2007,13/12/2007,23/10/1983,33,M,1300,45,170,63070,Female,D,3,70,Due,45376,0,1,4,Active,0,34571771,DBBD040440992738,2,0,166541,P5,1,3.54E+11,0
1,6577192Y,F1,Y2,Basic,26/03/2010,13/04/2010,19/06/1982,34,S,25400,18,80,19760,Male,M,5,110,Due,26202,0,1,5,Active,0,16744028,BACC355153179198,3,0,0,Y2,1,3.54E+11,0
1,2991808Z,H1,J4,Basic,09/11/2000,14/11/2000,06/04/1969,47,M,1500,9,180,133020,Male,S,3,70,Up-to-Date,47893,0,1,8,Active,1,56715484,BAAA036273250013,4,0,0,J4,2,3.54E+11,0
0,4478253S,H2,G5,Basic,25/04/2011,04/05/2011,27/10/1980,36,P,47000,30,90,17280,Female,D,2,60,Up-to-Date,41547,33787,1,7,Active,1,98993769,CAAC504715882313,1,1,0,G5,1,3.54E+11,0
0,7634121N,G1,G4,Supplement,05/07/2004,10/07/2004,23/03/1962,54,SS,34700,20,130,71110,Female,M,1,70,Missed,31278,0,0,5,Active,0,8544841,CCCB694113853827,3,0,0,G4,1,3.54E+11,0
1,7010001N,F1,Q1,Basic,29/04/2010,01/05/2010,10/08/1965,51,SS,16100,25,180,44100,Male,D,4,80,Due,26686,0,1,3,Active,0,46087768,BCCD185875260915,3,0,0,Q1,1,3.54E+11,0
1,7825229K,F1,Z5,Exceptional,28/03/2010,04/04/2010,19/05/1957,59,M,400,21,200,49600,Male,M,5,110,Due,34977,0,0,5,None,0,51015520,ACAC102081397561,4,0,0,Z5,1,3.54E+11,0
1,2349305X,F1,K2,Supplement,05/03/2010,19/03/2010,30/03/1984,32,M,10100,33,200,50000,Female,S,4,80,Missed,48937,0,0,7,Active,0,31945861,ACDA332724098483,2,0,106286,K2,1,3.54E+11,0
1,5899187Q,F1,U4,Basic,06/12/2012,11/12/2012,20/01/1987,29,M,6000,17,170,18870,Female,S,3,70,Up-to-Date,10950,0,1,3,None,0,89999151,ACCD216582107915,3,0,0,U4,1,3.54E+11,0
0,4674914U,H2,G4,Exceptional,02/04/1995,06/04/1995,02/08/1953,63,M,18200,14,170,174760,Female,M,5,110,Due,35758,0,1,7,Active,0,1478239,CCBB818193440279,1,1,0,G4,1,3.54E+11,0
1,0503159CK,F1,T5,Basic,25/10/2010,06/11/2010,16/01/1973,43,SS,11800,20,140,30800,Female,S,4,80,Missed,36352,0,1,3,Active,0,1376075,BCAB688041794223,3,0,0,T5,1,3.54E+11,1
0,6851991I,F1,V1,Urgent,20/03/2011,21/03/2011,02/12/1977,39,S,42200,20,110,21780,Male,D,2,60,Missed,30022,0,1,4,Active,0,26989932,ABBB370942999023,2,0,0,V1,1,3.54E+11,0
0,9613472Z,H1,U3,Basic,05/05/2013,22/05/2013,01/03/1969,47,SS,33300,7,150,12900,Male,M,1,70,Up-to-Date,12132,23646,0,3,None,1,49690665,CBAB879385163717,3,0,0,U3,1,3.54E+11,0
0,4149040R,H2,I1,Urgent,01/09/2004,02/09/2004,19/05/1983,33,M,19700,18,190,102790,Male,S,3,70,Up-to-Date,23972,0,1,3,Active,1,34723709,BBAA105226019901,1,1,157242,I1,1,3.54E+11,1
0,4369315I,F1,G4,Basic,30/10/2012,10/11/2012,24/11/1981,35,SS,30700,30,150,17250,Female,M,1,70,Up-to-Date,38727,0,0,7,None,0,88414738,BCBB532009276901,3,1,172215,G4,1,3.54E+11,0
1,6441566N,F1,T2,Supplement,24/02/2010,10/03/2010,10/11/1948,68,M,1300,12,190,47690,Male,S,4,80,Missed,12175,0,1,0,Active,1,55125814,ADDC045757955597,2,0,175715,H4,1,3.54E+11,0
1,6470640I,F1,E4,Supplement,05/08/2011,11/08/2011,05/03/1981,35,M,9000,31,200,35800,Female,S,3,70,Up-to-Date,15293,0,0,0,Active,0,87717014,ACDA588808542714,1,0,0,E4,1,3.54E+11,0
1,6702072M,H1,M3,Basic,25/05/2008,08/06/2008,29/06/1996,20,M,4600,40,200,68800,Female,D,2,60,Up-to-Date,23187,0,0,5,Active,0,4543387,BBCD635659766869,4,1,99722,M3,1,3.54E+11,0
1,5295463N,F1,P2,Basic,30/10/2004,13/11/2004,17/10/1945,71,SS,11100,34,130,69030,Female,S,5,90,Up-to-Date,32414,0,1,3,Active,1,81415671,BCDA514816295631,2,0,96765,A5,1,3.54E+11,0
1,3126028X,H2,K2,Basic,04/02/1996,24/02/1996,26/08/1992,24,SS,19200,19,150,147150,Male,S,7,110,Due,37159,0,0,3,Active,0,91227918,BDAB722286395900,1,1,0,K3,1,3.54E+11,1
0,3240138I,F1,S3,Supplement,19/02/2009,27/02/2009,27/08/1956,60,M,25400,7,220,67100,Male,S,4,80,Up-to-Date,45718,0,1,7,Suspended,0,32962551,DABC357155617831,1,0,0,S3,1,3.54E+11,0
0,3041430S,G1,O3,Supplement,02/05/2005,10/05/2005,11/02/1987,29,M,14400,13,200,100600,Female,M,3,90,Up-to-Date,43044,0,1,4,None,0,60689257,ADBC232985184264,4,0,0,O3,1,3.54E+11,0
1,1572686G,F1,G3,Supplement,03/11/2009,10/11/2009,29/04/1972,44,M,10500,33,160,43360,Female,D,5,90,Up-to-Date,22273,0,0,7,Active,1,87379997,DDAA140687024598,2,1,187038,G3,1,3.54E+11,0
0,2763343C,H2,B1,Supplement,22/05/2010,29/05/2010,31/03/1994,22,S,39700,34,100,24100,Female,M,4,100,Due,32753,0,1,3,None,0,52862000,ADBB116319954943,1,1,147505,B1,1,3.54E+11,0
0,1772750N,H1,T1,Basic,27/02/2006,20/03/2006,24/06/1973,43,M,16600,16,160,73280,Female,D,2,60,Due,44061,0,1,8,Active,0,45763700,DDCB221945698675,2,0,0,T1,1,3.54E+11,0
1,7168772P,H1,S5,Basic,20/02/2012,22/02/2012,01/04/1948,68,SS,5800,46,180,27000,Male,S,4,80,Missed,48827,0,1,5,Active,1,4261917,DBBB237975634883,3,0,0,S5,1,3.54E+11,1
1,2369858T,H1,I4,Basic,07/03/2011,22/03/2011,20/01/1992,24,S,27100,8,90,17820,Male,S,3,70,Missed,47743,0,0,9,Active,1,70161249,BBBD198510289620,4,0,210687,I4,1,3.54E+11,0
0,9666472V,H1,I2,Supplement,10/08/2011,18/08/2011,25/04/1965,51,SS,33300,11,160,28480,Male,S,2,60,Due,17023,0,1,3,Active,0,57525637,CDDC267058716133,3,0,140911,I2,1,3.54E+11,0
1,8440127RM,F1,T3,Exceptional,25/04/2013,04/05/2013,01/10/1995,21,SS,12600,27,150,13200,Female,S,6,100,Up-to-Date,42042,0,1,5,None,0,50488170,BDCB859948714335,2,0,0,T3,1,3.54E+11,0
0,1600725M,G1,L5,Urgent,05/07/2007,21/07/2007,11/10/1967,49,S,37100,20,120,46800,Male,M,5,110,Up-to-Date,31249,0,1,4,None,0,62621659,CDDA912213541399,1,0,0,L5,1,3.54E+11,0
0,9865086W,G1,E2,Urgent,13/11/2010,17/11/2010,13/05/1992,24,S,42800,5,100,21800,Male,S,1,50,Up-to-Date,32075,0,1,3,Active,1,55328938,DDAC866313877528,2,0,0,E2,1,3.54E+11,0
0,2272055E,H2,H2,Urgent,03/10/2006,24/10/2006,16/07/1984,32,SS,36300,11,170,72930,Male,D,1,50,Due,20269,0,1,8,Active,0,81778246,BABA676175194706,1,1,0,H2,1,3.54E+11,1
1,1094372P,F1,X3,Basic,09/10/2011,25/10/2011,11/09/1994,22,S,23200,25,110,18590,Female,S,2,60,Up-to-Date,44197,0,1,6,Active,0,14245487,BAAB123274247096,3,0,0,X3,1,3.54E+11,0
0,4016537A,H2,T2,Supplement,01/06/2007,03/06/2007,16/02/1968,48,SS,28000,13,170,67320,Male,S,2,60,Up-to-Date,49358,0,1,4,Active,1,76644702,DDAC023701844745,1,1,0,T2,1,3.54E+11,0
0,2799614P,F1,N1,Supplement,20/06/2009,11/07/2009,16/09/1994,22,P,49000,34,70,20090,Male,M,4,100,Up-to-Date,48004,0,1,4,Active,1,95349718,ABDC438101717124,2,0,0,N1,1,3.54E+11,0
0,6346150N,H1,C5,Supplement,04/12/2012,07/12/2012,30/03/1976,40,M,20300,16,160,17920,Male,S,3,70,Missed,16930,0,0,3,None,1,26579251,DAAC183270088836,1,0,143562,E2,1,3.54E+11,1
1,0590929Y,H2,Q4,Basic,22/08/2010,06/09/2010,24/06/1962,54,S,23700,25,80,18240,Female,S,4,80,Due,31057,0,1,5,Active,0,37499461,DBCC000214357068,1,1,0,Q4,1,3.54E+11,0
0,0539738J,G1,Q5,Basic,12/04/2007,30/04/2007,27/04/1979,37,M,25300,27,180,72180,Female,D,5,90,Due,43810,0,0,6,Active,0,30255429,ADDA759062560208,3,0,149554,L5,1,3.54E+11,0
0,6980283D,H1,B3,Urgent,07/04/2009,23/04/2009,26/02/1969,47,SS,31100,19,170,50660,Male,S,4,80,Missed,47665,0,0,4,Active,0,16156304,CBAA088522226362,4,0,0,B3,1,3.54E+11,0
0,4632423Z,H1,W1,Urgent,09/07/1998,23/07/1998,20/05/1990,26,S,39300,28,90,77220,Male,S,1,50,Up-to-Date,20673,0,1,4,Active,0,90261689,CDDD862293471084,4,0,134377,W1,1,3.54E+11,0
1,6848944E,F1,N3,Basic,18/10/1999,30/10/1999,02/06/1969,47,M,8000,31,150,118950,Female,D,4,80,Up-to-Date,47553,0,1,2,Suspended,0,70783227,DABD025544346696,3,0,172102,N3,1,3.54E+11,0
1,5579815S,H1,K4,Basic,25/10/2005,29/10/2005,08/08/1958,58,M,3000,13,220,105820,Male,S,4,80,Missed,31093,0,1,4,Active,0,88752807,DBAD634422071148,3,0,142141,K4,1,3.54E+11,0
0,3780139P,H2,F4,Supplement,03/12/1999,17/12/1999,07/05/1977,39,S,41000,6,90,70740,Female,D,2,60,Up-to-Date,16140,0,1,5,Active,0,1033243,ABCD038984057478,1,1,0,F4,1,3.54E+11,0
0,0834209P,F1,J4,Exceptional,02/05/2012,09/05/2012,31/07/1967,49,S,38700,10,90,12600,Female,D,3,70,Up-to-Date,20299,0,1,5,Active,0,61159584,DDDB259488398445,2,0,0,J4,1,3.54E+11,0
1,8466891U,F1,A3,Basic,14/06/2010,23/06/2010,02/02/1995,21,M,7900,16,200,47600,Male,D,3,70,Up-to-Date,12447,0,1,6,Active,0,68245423,DDAA798146134629,2,0,0,A3,2,3.54E+11,0
1,9708731U,F1,G1,Basic,29/04/2007,14/05/2007,11/12/1983,33,S,21000,23,100,39900,Male,S,3,70,Missed,42157,0,1,6,Suspended,0,12889917,BBBA722469045940,1,0,0,G1,1,3.54E+11,0
1,0419910C,F1,X4,Supplement,22/02/2008,04/03/2008,11/12/1998,18,M,600,17,200,71200,Female,D,2,60,Up-to-Date,46654,0,1,6,Active,0,68333483,DBBA695549075263,3,0,0,X4,1,3.54E+11,0
0,9598248F,H2,P3,Urgent,18/08/2009,29/08/2009,20/05/1972,44,M,27300,24,220,61820,Male,D,3,70,Due,20559,0,1,7,Active,0,88789777,DAAA588816730993,1,1,119304,T5,1,3.54E+11,0
1,9292565S,H1,D3,Supplement,06/06/2007,11/06/2007,30/07/1982,34,SS,11400,15,190,75050,Female,S,4,80,Due,35087,0,1,4,Active,0,5464640,BBDB664800983431,2,1,189910,D3,1,3.54E+11,0
0,9080690P,H1,L4,Basic,01/10/2006,06/10/2006,16/08/1970,46,P,47800,13,70,30240,Male,M,2,80,Up-to-Date,27581,0,1,10,Active,1,99723733,ABAB840422356364,4,0,0,L4,1,3.54E+11,0
0,8704978E,H2,O3,Urgent,03/11/2009,09/11/2009,31/12/1969,47,M,23200,19,200,54400,Female,D,4,80,Due,14030,42461,0,2,None,1,60487040,DBAD043576105588,1,1,0,Q2,1,3.54E+11,0
1,8191250I,H1,R2,Basic,06/11/2008,15/11/2008,27/04/1977,39,SS,8200,19,190,61370,Male,S,5,90,Up-to-Date,29411,21917,1,6,Active,1,93342093,ADCD842519653272,3,0,0,A2,1,3.54E+11,0
0,0578529R,H2,O1,Basic,11/05/1999,28/05/1999,15/02/1974,42,SS,31300,19,180,146340,Male,D,5,90,Up-to-Date,40969,0,0,4,None,0,24543028,ADBA490197737993,1,1,175743,O1,1,3.54E+11,0
1,3767717O,F1,Z1,Basic,27/07/2008,07/08/2008,08/04/1970,46,M,4200,44,210,70560,Female,S,3,70,Up-to-Date,45883,0,1,8,Active,1,97799226,ACCD401181254048,1,0,0,N3,1,3.54E+11,0
0,9404806D,F1,N2,Basic,15/10/1995,23/10/1995,25/11/1986,30,S,37200,33,80,80160,Female,S,1,50,Missed,18164,0,1,5,Active,0,6284866,CBAD855259286502,3,0,0,N2,1,3.54E+11,0
1,2136286T,F1,V3,Basic,28/01/2010,03/02/2010,05/12/1997,19,M,4400,38,170,43520,Female,S,3,70,Up-to-Date,10695,34863,1,5,Active,1,45748651,ADCC052802138589,1,0,0,V3,1,3.54E+11,0
1,4581750P,F1,B3,Basic,04/06/2008,22/06/2008,27/05/1992,24,S,16300,21,100,34200,Male,S,4,80,Due,37613,0,1,3,Active,0,93168458,BACC195290608377,3,0,0,B3,1,3.54E+11,0
1,0577006D,F1,T3,Basic,11/07/2000,31/07/2000,07/01/1978,38,SS,5400,34,190,142880,Male,M,5,110,Missed,11642,0,1,3,None,0,76299819,DBBB235990844569,1,0,0,T3,1,3.54E+11,0
1,9057896M,F1,Q4,Basic,21/10/2005,31/10/2005,04/09/1996,20,SS,14000,49,150,72000,Male,S,5,90,Due,47776,0,0,3,None,0,56606764,ABBB919551781349,3,0,0,Q4,1,3.54E+11,0
0,9983988Z,F1,G5,Supplement,18/01/2010,19/01/2010,20/07/1979,37,SS,31900,30,140,36120,Female,D,4,80,Missed,29138,0,0,4,Active,0,62708061,ABBC148635211698,3,0,171900,G5,1,3.54E+11,0
0,4302220U,F1,J1,Supplement,31/10/1998,20/11/1998,07/07/1965,51,SS,28900,14,190,159980,Female,D,2,60,Due,29353,0,0,6,None,0,42907201,BDAD577709873731,3,0,144470,J1,1,3.54E+11,0
1,8856621L,F1,F2,Basic,25/01/2005,11/02/2005,04/04/1992,24,M,8200,27,190,97850,Male,S,3,70,Up-to-Date,36174,0,1,7,None,0,93576555,BACD546234243354,1,0,0,F2,1,3.54E+11,0
1,1783917I,F1,V5,Basic,09/09/2004,27/09/2004,16/04/1959,57,P,33500,23,90,48330,Male,D,4,80,Up-to-Date,28677,0,0,2,Active,0,10798033,DDCA457159643602,4,0,0,V5,1,3.54E+11,0
1,9815267O,F1,C3,Basic,19/09/2010,25/09/2010,01/12/1989,27,M,5700,21,150,33750,Female,M,3,90,Up-to-Date,30731,0,0,7,Active,0,17507642,BACC243957605221,4,0,174485,C3,1,3.54E+11,0
0,0449923X,H2,Y4,Urgent,24/11/2011,06/12/2011,18/05/1970,46,M,23500,6,170,27880,Female,M,6,120,Up-to-Date,45709,0,0,5,None,0,75000300,BCAB905674157785,1,1,149470,Y4,1,3.54E+11,0
1,1481884T,H2,W4,Basic,21/01/2006,30/01/2006,26/09/1981,35,M,2100,32,170,79050,Male,S,5,90,Due,25468,0,1,6,Active,0,36120771,CBBD543346541793,1,1,0,I1,1,3.54E+11,0
0,2249608I,H1,W4,Supplement,15/05/2003,03/06/2003,30/07/1987,29,SS,31000,4,140,84560,Female,D,5,90,Due,48075,0,1,9,Active,0,28373041,ACBA409496627546,3,0,0,W4,1,3.54E+11,0
1,6955591A,F1,X1,Basic,05/05/2008,12/05/2008,12/05/1989,27,SS,17600,15,160,55520,Male,D,4,80,Up-to-Date,10990,0,1,6,Active,0,56919255,CBDC944593505551,1,0,0,X1,1,3.54E+11,0
1,3497929R,F1,Y5,Exceptional,16/02/2012,26/02/2012,05/02/1995,21,M,1400,35,200,29800,Female,S,1,50,Missed,32798,0,1,6,Active,0,79258255,DADC599558807082,4,0,0,Y5,1,3.54E+11,0
0,0285867Y,F1,L3,Supplement,15/05/2000,17/05/2000,14/09/1990,26,SS,31400,6,140,106680,Female,M,3,90,Up-to-Date,44176,0,1,3,Active,0,37450568,CDBC121624963402,3,0,0,L3,1,3.54E+11,0
1,8253227L,F1,H2,Exceptional,17/03/2008,30/03/2008,25/02/1980,36,S,25900,26,100,35300,Male,S,7,110,Due,19101,0,1,8,Active,0,7561964,AABC565328869014,3,0,0,H2,1,3.54E+11,0
0,9703283E,H2,N4,Exceptional,30/07/2012,19/08/2012,18/06/1966,50,M,16800,30,190,23940,Female,M,3,90,Up-to-Date,42699,0,1,6,Active,0,82139763,DCCA275057668159,1,1,0,N4,1,3.54E+11,0
1,0121466L,F1,A2,Exceptional,05/09/2007,14/09/2007,21/07/1978,38,M,1300,32,200,76600,Female,S,3,70,Up-to-Date,19341,0,0,9,Active,0,63239573,ACBA396820847793,2,0,173109,B1,1,3.54E+11,0
1,0939010H,H1,O5,Basic,10/06/2001,21/06/2001,01/06/1988,28,S,23500,26,80,56480,Female,S,5,90,Up-to-Date,36047,0,0,5,Active,0,60688142,BBBD362349539012,2,0,0,O5,1,3.54E+11,0
0,2205836L,H1,J4,Basic,09/05/2008,15/05/2008,22/10/1975,41,SS,29400,12,170,58990,Male,D,5,90,Due,34589,0,1,5,Active,0,77808794,BDAA636039663987,1,0,0,J4,1,3.54E+11,0
1,1139976A,F1,V4,Basic,16/12/2011,04/01/2012,01/11/1968,48,SS,22300,32,180,28080,Male,S,3,70,Missed,38609,0,1,4,Active,0,1720954,CBBB504734423071,4,0,0,V4,1,3.54E+11,0
0,2034891V,F1,B1,Supplement,17/08/2003,20/08/2003,27/12/1982,34,M,5100,26,220,130680,Female,D,1,50,Up-to-Date,45617,0,1,6,Active,0,42690024,ACDA513315636051,4,0,0,B1,1,3.54E+11,0
0,0140534Q,F1,F5,Exceptional,05/11/2013,15/11/2013,06/05/1941,75,S,46300,33,110,6930,Male,S,3,70,Up-to-Date,18492,0,1,5,Active,1,60255312,CBCB431823549491,2,0,131007,F5,1,3.54E+11,0
1,1250274L,F1,C2,Basic,24/02/2009,01/03/2009,25/08/1995,21,M,7300,31,160,48800,Female,D,5,90,Due,29561,0,1,2,Active,0,19978263,BADB541656002547,4,0,0,C2,1,3.54E+11,0
0,0444819L,F1,E5,Basic,23/06/2009,25/06/2009,16/01/1983,33,SS,29200,29,130,37570,Male,D,5,90,Due,13540,0,0,9,Active,0,19961003,BACD174576449578,1,0,0,E5,1,3.54E+11,0
0,4082189O,H1,S1,Exceptional,25/03/2005,01/04/2005,28/08/1980,36,SS,32300,18,180,91620,Male,D,2,60,Up-to-Date,12997,0,1,2,Active,0,41264448,CDBD829184624158,1,0,0,S1,1,3.54E+11,0
0,2280355Q,F1,W2,Supplement,19/03/2004,23/03/2004,09/10/1978,38,SS,28400,20,170,95540,Female,M,4,100,Up-to-Date,39636,0,0,4,None,0,97936950,DDBD630509397406,3,0,137657,W2,1,3.54E+11,0
1,3200711I,H1,U1,Basic,27/10/2012,14/11/2012,03/01/1975,42,M,1500,24,180,20700,Female,D,4,80,Missed,26497,0,1,7,Active,1,1883672,ACBC829333816287,3,0,179997,U1,1,3.54E+11,0
1,0805694O,F1,W1,Basic,15/04/2010,18/04/2010,12/08/1997,19,SS,11000,17,170,41820,Female,D,3,70,Due,36363,0,1,6,Active,0,84441475,DABB836450978692,2,0,0,W1,1,3.54E+11,0
1,6901080P,F1,U3,Supplement,28/09/2008,10/10/2008,07/10/1977,39,P,38200,22,90,29430,Male,S,3,70,Due,19926,0,0,5,Suspended,1,90643362,CDBA669380761512,3,0,0,U3,1,3.54E+11,0
0,3796232V,H2,O1,Basic,20/03/2007,25/03/2007,25/01/1997,19,SS,33000,4,130,52650,Male,M,2,80,Missed,24390,0,1,6,None,0,60682657,BCAC212542060484,1,1,130886,O1,1,3.54E+11,1
1,1377798X,F1,A1,Supplement,27/04/2010,08/05/2010,05/09/1981,35,M,8700,33,210,51240,Female,S,1,50,Missed,12275,0,1,8,Active,0,82616947,CACD315790052338,2,0,186635,B1,1,3.54E+11,0
0,7688088Q,H2,K3,Basic,20/08/2006,09/09/2006,01/11/1982,34,S,44200,35,100,43600,Male,M,4,100,Up-to-Date,19147,0,1,5,Active,0,22876778,AACB704192802514,1,1,141398,K3,1,3.54E+11,1
1,9002757N,H1,C4,Supplement,07/07/2001,17/07/2001,25/04/1970,46,M,100,14,180,126360,Male,D,3,70,Due,36792,0,1,8,Active,1,751776,DAAD953667006677,1,0,0,I2,1,3.54E+11,1
1,6060630K,F1,F3,Basic,04/01/2013,10/01/2013,22/03/1970,46,P,29500,25,60,6180,Female,M,6,120,Missed,28625,0,0,5,Active,0,68551338,CDBC001311364209,2,0,0,F3,2,3.54E+11,0
0,7099009IS,H2,O3,Exceptional,04/04/2006,11/04/2006,04/02/1980,36,SS,30300,4,180,81900,Male,D,5,90,Up-to-Date,22441,16462,1,10,Active,1,32410829,DBBB964440567092,1,1,211268,O3,1,3.54E+11,0
0,2483045I,H2,P3,Exceptional,21/04/2011,24/04/2011,14/11/1993,23,S,38600,4,110,21230,Female,D,1,50,Due,16344,0,1,6,Active,0,60166147,CCAD380929537297,1,1,0,P3,1,3.54E+11,0
